Name,Graves Disease,Head Injury,Lymphocyte Counts,Eosinophil Counts,MedicationUseThyroidPreparation,Hypothyroidism,HashimotoThyroiditis,PediatricAsthma,MedicationUseGlucocorticoids,MedicationUseAdrenergicsInhalants,AtopicDermatitis,BasophilCount,MonocyteCount,AspartateAminotransferaseLevels,AcuteGlomeruloNephritis,CerebralAneurysm,SystolicBloodPressure,MeanArterialPressure,PulmonaryFibrosis,Pleurisy,ChronicHepatitisCInfection,MeanCorpuscularHemoglobin,MeanCorpuscularHemoglobinConcentration,MeanCorpuscularVolume,RedBloodCellCount,Hemoglobin,HemoglobinA1cLevels,PlateletCount,ChronicHeartFailure,MedicationUseAgentsActingOnTheReninAngiotensinSystem,UnstableAnginaPectoris,StableAnginaPectoris,MyocardialInfarction,DiastolicBloodPressure,Height,CompressionFracture,StevensJohnsonSyndrome,CesarianSection,GastricCancer,BreastCancer,BloodUreaNitrogenLevels,SerumCreatinineLevels,ProstateCancer,GammaGlutamylTranspeptidase,CalciumLevels,SerumUricAcidLevels,Type1Diabetes,Type2Diabetes,GlucoseLevels,MedicationUseDrugsUsedInDiabetes,ChronicPancreatitis,PolycysticKidneyDisease,BodyMassIndex,BackPain,MedicationUseAntiInflammatoryAndAntiRheumaticProductsNonSteroids,PulsePressure,MedicationUseCalciumChannelBlockers,AlanineAminotransferaseLevels,TotalCholestrolLevels
(Fetal) Satellite 1,0.971659314,0.128906666,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.90848041,0.999992392,0.999997634,0.834883102,0.704533261,0.0842302,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.040799315,0.392860341,0.773365458,0.603659438,0.964356446,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.095525601,0.174020698,0.797813026,0.677889551,0.929550157,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Satellite 2,0.571487607,0.043959039,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.723356273,0.987743386,0.999992392,0.999997634,0.443291246,0.811340405,0.042895302,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.962787234,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.127332977,0.683753621,0.691346378,0.538401647,0.958249916,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.979859612,0.184245575,0.261165882,0.860514175,0.686823829,0.665418284,0.675433696,0.999999649,0.999998434,0.999920349
(Adult) Follicular,0.606041082,0.190473815,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.432976926,0.999879137,0.999309934,0.565918127,0.757858446,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.84149229,0.350851566,0.99999998,0.591029613,0.97451712,0.998668908,0.999957488,0.99974979,0.998718404,0.127210639,0.344877511,0.709569304,0.52507651,0.780090866,0.796014195,0.04434251,0.074399935,0.984050078,0.748197402,0.434613411,0.60906172,0.998983359,0.367836279,0.805652307,0.975886533,0.275966163,0.774651844,0.965863965,0.880352598,0.869475448,0.678859058,0.999956195,0.999510522,0.999945874
(Fetal) Extravillous Trophoblast,0.599722056,0.085150791,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.32113609,0.999999999,0.999912891,0.723356273,0.987743386,0.999992392,0.999997634,0.505585781,0.565468905,0.366081379,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.74713398,0.964682243,0.413432516,0.643119281,0.840390355,0.65376336,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.930199717,0.999997984,0.971981326,0.761325077,0.870903564,0.920021305,0.685866903,0.427426376,0.753768039,0.999999649,0.999998434,0.999920349
(Fetal) Syncitio + Cytotrophoblast,0.92654228,0.160502554,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.405059398,0.999999999,0.999912891,0.70326192,0.987743386,0.999992392,0.999997634,0.515554848,0.507016722,0.260830718,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.575829858,0.866456987,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.964682243,0.630900886,0.816085885,0.692658136,0.532493006,0.999977492,1,0.820315251,0.999967953,0.999999802,0.999992186,0.996111174,0.819587905,0.999997984,0.971981326,0.898783093,0.716386618,0.960755267,0.947201713,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Adult) Alveolar Type 1,0.598600305,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.68384747,0.999879137,0.999309934,0.280970104,0.890133079,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.539180161,0.451062896,0.99999998,0.152092053,0.937142063,0.998668908,0.999957488,0.99974979,0.828606717,0.839274403,0.409078862,0.501097828,0.602064547,0.29439635,0.868551284,0.072049613,0.999990423,0.453445568,0.461827208,0.669992506,0.999987328,0.998983359,0.355806157,0.938583803,0.416877919,0.28709492,0.588160592,0.965863965,0.756497849,0.91152922,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Alveolar Type 2,0.609876629,0.030569672,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.760784599,0.999879137,0.999309934,0.383912357,0.749877611,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.539180161,0.345006777,0.99999998,0.10757465,0.937142063,0.819135113,0.999957488,0.99974979,0.935261653,0.582394802,0.548120903,0.722642513,0.549818446,0.282372039,0.333854769,0.047691848,0.999990423,0.021252929,0.461827208,0.405358972,0.999987328,0.998983359,0.215844807,0.805652307,0.442197801,0.193310371,0.587420021,0.965863965,0.903163936,0.955113,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Alveolar Type 2 Immune,0.606041082,0.045054906,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.623478308,0.561961712,0.811749146,0.767413969,0.999879137,0.999309934,0.557789715,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.307302657,0.99999998,0.206010351,0.817231736,0.998668908,0.999957488,0.900279635,0.749171423,0.900159669,0.378273702,0.398652056,0.598254556,0.253557613,0.981994848,0.844930854,0.999990423,0.557476471,0.999015744,0.434613411,0.999987328,0.998983359,0.454909139,0.999503019,0.837349848,0.161471896,0.507552085,0.965863965,0.750417386,0.955113,0.798400196,0.999956195,0.999510522,0.999945874
(Adult) Keratinocyte 1,0.741604864,0.072489298,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.68010458,0.999879137,0.999309934,0.463435249,0.889395581,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.751238256,0.99999998,0.78686685,0.937142063,0.998668908,0.999957488,0.99974979,0.935547164,0.450876402,0.150173062,0.510193711,0.503322187,0.314057749,0.197747311,0.727028161,0.999990423,0.219006404,0.999015744,0.888348481,0.999987328,0.998983359,0.34537958,0.999503019,0.442197801,0.374444012,0.430741413,0.965863965,0.880352598,0.946949565,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Keratinocyte 2,0.306227938,0.126182922,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.823176448,0.999879137,0.999309934,0.383912357,0.764819087,0.9491926,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.607620942,0.99999998,0.676637861,0.938071076,0.998668908,0.999957488,0.99974979,0.998718404,0.999993261,0.306708072,0.635017175,0.73021351,0.38715198,0.338139031,0.999989169,0.999990423,0.649852954,0.999015744,0.690457297,0.999987328,0.998983359,0.215844807,0.999503019,0.413755845,0.368438367,0.464523967,0.965863965,0.688242739,0.578062237,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Skin Basal Epidermal,0.583485418,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.609331564,0.999879137,0.999309934,0.033268478,0.757858446,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.751238256,0.99999998,0.701263235,0.947126151,0.998668908,0.999957488,0.99974979,0.998718404,0.999993261,0.04864819,0.344970129,0.60530909,0.298708059,0.333854769,0.7599624,0.999990423,0.259852203,0.999015744,0.955834713,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.425959706,0.553884792,0.965863965,0.667857926,0.768037188,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Esophageal Epithelial,0.724547835,0.043833551,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.410361882,0.999879137,0.999309934,0.280970104,0.757858446,0.818277539,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.938443219,0.99999998,0.794462454,0.937142063,0.782383354,0.999957488,0.99974979,0.998718404,0.999993261,0.316615989,0.365623918,0.665236709,0.314057749,0.139584906,0.734213569,0.999990423,0.180375037,0.999015744,0.762889368,0.999987328,0.998983359,0.401356797,0.999503019,0.975886533,0.715775731,0.516548811,0.965863965,0.982528374,0.955113,0.862183316,0.999956195,0.999510522,0.999945874
(Adult) Myoepithelial,0.644337535,0.045651318,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.846110597,0.999879137,0.999309934,0.280970104,0.841259746,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.974415103,0.99999998,0.835593999,0.97451712,0.998668908,0.999957488,0.99974979,0.789334605,0.011312815,0.139789349,0.365623918,0.325927351,0.438885752,0.367653466,0.727028161,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.732250297,0.516548811,0.965863965,0.60503216,0.869475448,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Mammary Epithelial,0.863879698,0.072489298,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.410361882,0.999879137,0.999309934,0.557789715,0.757858446,0.629729581,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.770608103,0.99999998,0.501391753,0.807206408,0.611516929,0.999957488,0.99974979,0.421369953,0.000269604,0.316615989,0.282381932,0.297319586,0.298708059,0.053095548,0.727028161,0.999990423,0.39626711,0.999015744,0.45598403,0.999987328,0.998983359,0.884083222,0.999503019,0.910513389,0.555202191,0.405164809,0.965863965,0.640294034,0.916744813,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Skin Eccrine Epidermal,0.519082629,0.156487147,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.953287988,0.999879137,0.999309934,0.031219903,0.749877611,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.770608103,0.99999998,0.571385989,0.621873756,0.998668908,0.999957488,0.99974979,0.909723895,0.450876402,0.491252466,0.273834367,0.503322187,0.04052917,0.300092924,0.727028161,0.999990423,0.003176741,0.999015744,0.999917836,0.999987328,0.998983359,0.116415668,0.999503019,0.442197801,0.2007595,0.566908844,0.965863965,0.60503216,0.869475448,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Skin Granular Epidermal,0.606041082,0.056252805,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.760784599,0.999879137,0.999309934,0.120254115,0.749877611,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.810557153,0.99999998,0.955119691,0.937142063,0.842299503,0.999957488,0.99974979,0.998718404,0.82976435,0.58683223,0.344970129,0.643795363,0.27008961,0.33975717,0.125142925,0.999990423,0.012438412,0.812618338,0.521816269,0.999987328,0.998983359,0.34537958,0.999503019,0.442197801,0.549581395,0.676004195,0.965863965,0.537347005,0.869475448,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Mammary Luminal Epithelial 1,0.741604864,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.850138806,0.502121574,0.999879137,0.999309934,0.031219903,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.751238256,0.99999998,0.435981227,0.807206408,0.998668908,0.999957488,0.99974979,0.628606298,0.928203176,0.166683874,0.192277858,0.812604266,0.212699656,0.00581363,0.258928238,0.999990423,0.003780039,0.785974416,0.405358972,0.999987328,0.998983359,0.129168074,0.999503019,0.413755845,0.210114636,0.721382208,0.965863965,0.562658712,0.869475448,0.897624619,0.999956195,0.999510522,0.999945874
(Adult) Mammary Luminal Epithelial 2,0.519082629,0.06863962,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.831010714,0.68384747,0.999879137,0.999309934,0.037323561,0.757858446,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.751238256,0.99999998,0.475366279,0.807206408,0.998668908,0.999957488,0.99974979,0.789334605,0.185006324,0.224810675,0.273834367,0.533739906,0.253557613,0.025562792,0.836385372,0.999990423,0.021252929,0.999015744,0.842492845,0.999987328,0.998983359,0.360549167,0.999503019,0.518296699,0.28473313,0.566908844,0.965863965,0.513538002,0.869475448,0.798400196,0.999956195,0.999510522,0.999945874
(Adult) Cilliated,0.880874348,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.95006863,0.91387198,0.999879137,0.999309934,0.551851588,0.889395581,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.451062896,0.99999998,0.794462454,0.937142063,0.998668908,0.999957488,0.99974979,0.678811501,0.837175954,0.137652333,0.358271293,0.514159868,0.253371579,0.206006102,0.04434251,0.368320748,0.285785448,0.812618338,0.434613411,0.301826422,0.998983359,0.614147873,0.938583803,0.975886533,0.252029446,0.673458623,0.965863965,0.784973757,0.768037188,0.774566858,0.999956195,0.999510522,0.999945874
(Adult) Club,0.516716052,0.038961275,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.760784599,0.999879137,0.999309934,0.383912357,0.941307322,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.539180161,0.363559228,0.99999998,0.591029613,0.937142063,0.998668908,0.999957488,0.99974979,0.935261653,0.527045004,0.440975051,0.354557732,0.855245195,0.120449325,0.166353659,0.232635803,0.999990423,0.020689789,0.999015744,0.280090397,0.999987328,0.998983359,0.193922464,0.805652307,0.413755845,0.272171322,0.464523967,0.965863965,0.983090168,0.869475448,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Mammary Basal Epithelial,0.609876629,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.30490291,0.999879137,0.999309934,0.091720422,0.865538419,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.844589043,0.816139428,0.99999998,0.701263235,0.903346121,0.782383354,0.999957488,0.99974979,0.998718404,0.548510291,0.250002287,0.273834367,0.73021351,0.314057749,0.019693911,0.04434251,0.999990423,0.090096084,0.461827208,0.669992506,0.690795703,0.998983359,0.360549167,0.999503019,0.910513389,0.720397463,0.676004195,0.965863965,0.60503216,0.955113,0.712550999,0.999956195,0.99095724,0.999945874
(Adult) Acinar,0.878034192,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.485982802,0.999879137,0.999309934,0.023691982,0.949388444,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.607620942,0.99999998,0.943885653,0.817231736,0.998668908,0.999957488,0.99974979,0.961886154,0.999993261,0.469199024,0.358271293,0.499071726,0.253371579,0.234827385,0.002923942,0.742664062,0.000482835,0.967988773,0.318938955,0.280835287,0.998983359,0.001616896,0.02247651,0.01283298,0.272171322,0.651850646,0.965863965,0.880327252,0.916744813,0.967570029,0.999956195,0.999510522,0.999945874
(Adult) Air Goblet,0.516716052,0.099975889,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.363908344,0.999879137,0.999309934,0.184375053,0.865538419,0.818277539,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.592268178,0.99999998,0.700721014,0.937142063,0.998668908,0.999957488,0.754387655,0.935261653,0.723038816,0.282264034,0.370122935,0.424351971,0.006384111,0.042902121,0.114327701,0.855859003,0.003780039,0.306376852,0.627045762,0.999987328,0.998983359,0.016491504,0.999503019,0.550254492,0.428705194,0.400439042,0.965863965,0.832153316,0.981933829,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Ductal,0.606041082,0.06863962,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.424567521,0.999879137,0.999309934,0.280970104,0.913286093,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.608261624,0.363559228,0.99999998,0.560702999,0.937142063,0.998668908,0.999957488,0.99974979,0.637014843,0.82976435,0.58683223,0.344970129,0.509264577,0.314057749,0.458336038,9.07E-05,0.042191903,0.027418839,0.046353906,0.318938955,0.097233824,0.998983359,0.021808589,0.806205083,0.051925129,0.224625239,0.587420021,0.965863965,0.803349909,0.885446275,0.687448567,0.999956195,0.999510522,0.999945874
(Fetal) Alveolar Epithelial 1,0.974077899,0.195793787,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.859785956,0.568991144,0.999992392,0.999997634,0.608222849,0.587983682,0.161185181,0.999860706,0.993901507,0.999996815,0.999999994,0.562352953,0.999945997,0.999999751,0.639464899,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.036352509,0.662826853,0.455295152,0.538401647,0.692658136,0.65376336,0.279332416,1,0.00593378,0.999967953,0.999999802,0.999992186,0.996111174,0.558435561,0.999997984,0.783374819,0.235037713,0.261165882,0.872589452,0.682747547,0.657239276,0.929154628,0.999999649,0.999998434,0.999920349
(Fetal) Alveolar Epithelial 2,0.581347731,0.186226209,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.94666495,0.999999999,0.999912891,0.931708502,0.987743386,0.999992392,0.999997634,0.443291246,0.893631073,0.361732723,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.639464899,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.74713398,0.662826853,0.413432516,0.643119281,0.958249916,0.999524326,0.999977492,1,0.965028744,0.999967953,0.999999802,0.999992186,0.996111174,0.894753562,0.999997984,0.971981326,0.716826943,0.300657794,0.639237425,0.430905773,0.724371941,0.354642961,0.999999649,0.999998434,0.999920349
(Fetal) Mesothelial,0.571487607,0.085150791,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.758181825,0.567096729,0.999992392,0.999997634,0.393116162,0.579851931,0.328352296,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.25425759,0.64013795,0.413432516,0.506660599,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.956635067,0.999997984,0.971981326,0.295975349,0.391776784,0.786729182,0.736731464,0.823525234,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Acinar 1,0.913975098,0.108869622,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.869558632,0.987743386,0.999992392,0.999997634,0.443291246,0.811340405,0.114700573,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.662826853,0.413432516,0.506660599,0.692658136,0.999524326,0.999977492,1,0.057156357,0.999967953,0.999999802,0.999992186,0.996111174,0.103561097,0.999997984,0.783374819,0.184245575,0.636373376,0.768946172,0.751073309,0.874378004,0.840460109,0.999999649,0.999998434,0.999920349
(Fetal) Acinar 2,0.977211261,0.266339709,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.830085182,0.772857245,0.999992392,0.999997634,0.443291246,0.704533261,0.034954097,0.999860706,0.993901507,0.999996815,0.999999994,1,0.531018435,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.547587931,0.630567602,0.449299524,0.538401647,0.840390355,0.778114263,0.721405698,1,0.060024211,0.999967953,0.999999802,0.999992186,0.996111174,0.004735537,0.481359702,0.003157637,0.172211376,0.617530035,0.577105177,0.79510642,0.852459077,0.679104647,0.999999649,0.999998434,0.999920349
(Fetal) Cholangiocyte,0.612291839,0.114848505,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.583846794,0.987743386,0.999992392,0.999997634,0.393116162,0.704533261,0.191045084,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.947634775,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.74713398,0.859401919,0.413432516,0.506660599,0.849147038,0.963395565,0.22852473,1,0.329575122,0.175912858,0.999999802,0.999992186,0.996111174,0.166070759,0.999997984,0.89503805,0.194605242,0.261165882,0.122745296,0.677436349,0.765004014,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Cilliated,0.977211261,0.160502554,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.908338553,0.987743386,0.999992392,0.999997634,0.566010848,0.728043363,0.64540827,0.999860706,0.993901507,0.999996815,0.999999994,1,0.834276396,0.999999751,0.639464899,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.547587931,0.392860341,0.413432516,0.603659438,0.692658136,0.475576576,0.265148991,1,0.001162025,0.999967953,0.999999802,0.999992186,0.996111174,0.593454124,0.945604977,0.971981326,0.196151261,0.451406434,0.865088365,0.736731464,0.810027241,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Ductal,0.974077899,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.723356273,0.857397846,0.999992392,0.999997634,0.417058084,0.885358336,0.144537197,0.999860706,0.993901507,0.999996815,0.999999994,1,0.531018435,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.662826853,0.413432516,0.506660599,0.849147038,0.963395565,0.053328099,0.785559107,0.057156357,0.999967953,0.999999802,0.999992186,0.996111174,0.010353788,0.999997984,0.009054409,0.184245575,0.462074793,0.639153032,0.758937869,0.834935272,0.753768039,0.999999649,0.999998434,0.999920349
(Fetal) Ureteric Bud,0.977211261,0.085150791,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947489156,0.999999999,0.999912891,0.723356273,0.780526839,0.999992392,0.999997634,0.395517686,0.494228524,0.0842302,0.999860706,0.993901507,0.999996815,0.999999994,0.27601955,0.999945997,0.999999751,0.935799186,0.866456987,0.999942835,0.999915887,0.999999952,0.999996359,0.999994772,0.630567602,0.642417774,0.538401647,0.752079359,0.999524326,1.28E-08,0.038623136,0.150022052,0.999967953,0.999999802,0.084010649,0.996111174,0.641162501,0.999997984,0.971981326,0.408755378,0.443939067,0.675997922,0.634706272,0.674302148,0.675433696,0.999999649,0.999998434,0.999920349
(Adult) Tuft,0.405357081,0.317427762,0.999999017,1,0.999990527,0.999771181,0.974974483,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.623582086,0.811749146,0.93455118,0.999879137,0.999309934,0.497174682,0.865538419,0.849601958,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.372539473,0.99999998,0.477442679,0.937142063,0.998668908,0.999957488,0.99974979,0.998718404,0.999993261,0.522116915,0.365623918,0.807342988,0.754791657,0.927011831,0.498894726,0.315074753,0.126458115,0.999015744,0.842492845,0.999987328,0.038693356,0.232909602,0.999503019,0.915233771,0.224625239,0.430741413,0.965863965,0.541029761,0.955113,0.798400196,0.999956195,0.999510522,0.999945874
(Adult) Enterochromaffin,0.516716052,0.540634388,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.940138471,0.811749146,0.620373483,0.999879137,0.978571449,0.120254115,0.890133079,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.120721718,0.99999998,0.835593999,0.638479073,0.998668908,0.999957488,0.99974979,0.395043402,0.999993261,0.225943523,0.273834367,0.471303168,0.445175444,0.956752465,0.999989169,0.999990423,0.056827601,0.999015744,0.842492845,0.999987328,0.996737869,0.000649886,0.015691935,0.007137464,0.224625239,0.430741413,0.965863965,0.582023365,0.916744813,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Enterocyte,0.609876629,0.081827467,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.54763977,0.811749146,0.68384747,0.999879137,0.999309934,0.280970104,0.889395581,0.844678597,0.999939253,0.985071189,0.999892384,0.999993749,0.360926746,0.284534039,0.99999998,0.701263235,0.807206408,0.998668908,0.999957488,0.790560517,0.637014843,0.999993261,0.664035313,0.370122935,0.325927351,0.253371579,0.470542693,0.016094848,0.065300805,0.016208974,0.008325092,0.318938955,0.000315702,0.998983359,0.073613264,0.763106916,0.266123348,0.2007595,0.643832549,0.965863965,0.582924641,0.989229497,0.926067471,0.999956195,0.513255075,0.999945874
